FIELD,ID,RA_1,Dec_1,X,Y,ISOarea,s2nDet,PhotoFlag,FWHM,FWHM_n,MUMAX,A,B_1,THETA,FlRadDet,KrRadDet,nDet_auto,nDet_petro,nDet_aper,uJAVA_auto,euJAVA_auto,s2n_uJAVA_auto,uJAVA_petro,euJAVA_petro,s2n_uJAVA_petro,uJAVA_aper,euJAVA_aper,s2n_uJAVA_aper,F378_auto,eF378_auto,s2n_F378_auto,F378_petro,eF378_petro,s2n_F378_petro,F378_aper,eF378_aper,s2n_F378_aper,F395_auto,eF395_auto,s2n_F395_auto,F395_petro,eF395_petro,s2n_F395_petro,F395_aper,eF395_aper,s2n_F395_aper,F410_auto,eF410_auto,s2n_F410_auto,F410_petro,eF410_petro,s2n_F410_petro,F410_aper,eF410_aper,s2n_F410_aper,F430_auto,eF430_auto,s2n_F430_auto,F430_petro,eF430_petro,s2n_F430_petro,F430_aper,eF430_aper,s2n_F430_aper,g_auto,eg_auto,s2n_g_auto,g_petro,eg_petro,s2n_g_petro,g_aper,eg_aper,s2n_g_aper,F515_auto,eF515_auto,s2n_F515_auto,F515_petro,eF515_petro,s2n_F515_petro,F515_aper,eF515_aper,s2n_F515_aper,r_auto,er_auto,s2n_r_auto,r_petro,er_petro,s2n_r_petro,r_aper,er_aper,s2n_r_aper,F660_auto,eF660_auto,s2n_F660_auto,F660_petro,eF660_petro,s2n_F660_petro,F660_aper,eF660_aper,s2n_F660_aper,i_auto,ei_auto,s2n_i_auto,i_petro,ei_petro,s2n_i_petro,i_aper,ei_aper,s2n_i_aper,F861_auto,eF861_auto,s2n_F861_auto,F861_petro,eF861_petro,s2n_F861_petro,F861_aper,eF861_aper,s2n_F861_aper,z_auto,ez_auto,s2n_z_auto,z_petro,ez_petro,s2n_z_petro,z_aper,ez_aper,s2n_z_aper,GroupID,Flag_Duplicities,dist,solution_id,designation,source_id,random_index,ref_epoch,ra_2,ra_error,dec_2,dec_error,parallax,parallax_error,parallax_over_error,pmra_1,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b_2,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,RAJ2000,DEJ2000,Separation_1,pmRApmDEcor,PlxpmRAcor,PlxpmDEcor,RFG,RFBP,RFRP,E_BR_RP_,Nper,__Fe_H_temp,RA_ICRS,e_RA_ICRS,DE_ICRS,e_DE_ICRS,Source,Plx,e_Plx,pmRA_2,e_pmRA,pmDE,e_pmDE,Dup,FG,e_FG,Gmag,e_Gmag,FBP,e_FBP,BPmag,e_BPmag,FRP,e_FRP,RPmag,e_RPmag,BP-RP,RV,e_RV,Teff,AG,E_BP-RP_,Rad,Lum,Pmemb,Cluster,Separation
SPLUS-s23s01,SPLUS.SPLUS-s23s01.0000000453.griz,0.77576,-30.25252,1198.645,1055.754,138,167.64,3,3.26,0.87,14.23,2.81,2.35,-42.3,1.557,1.18,12,11,11,22.45,0.32,3.4,21.58,0.35,3.1,21.57,0.31,3.5,22.23,0.39,2.8,21.93,0.72,1.5,22.25,0.87,1.3,21.83,0.45,2.4,99,21.03,-1,99,20.97,-1,22.31,0.63,1.7,21.53,0.76,1.4,21.27,0.54,2,21.28,0.25,4.4,20.44,0.27,4,20.71,0.31,3.5,20.26,0.04,28.5,19.61,0.04,24.3,19.69,0.04,24.8,20.04,0.08,14.2,19.3,0.09,12.5,19.35,0.08,13.2,18.88,0.02,67.2,18.35,0.02,56,18.41,0.02,57.6,18.36,0.02,80.5,17.87,0.02,71,17.91,0.02,73.7,17.15,0.02,166.7,16.86,0.02,129.4,16.88,0.02,136.1,16.66,0.02,121.7,16.34,0.02,94.3,16.37,0.02,99,16.44,0.02,189.5,16.15,0.02,137.6,16.18,0.02,144.2,18,2,0.752009353877212,1.63572145840980E+18,Gaia DR2 2320788292813954816,2.32078829281396E+18,1533752385,2015.5,0.775900779286627,0.273642319615986,-30.2525745745286,0.147154025990405,3.89798416405947,0.299073293856992,13.033542,17.6801233459672,0.432056103248493,2.23153831315863,0.310747404458007,-0.17991263,0.49883395,0.45847413,-0.2399236,-0.204059,-0.08110263,0.32804117,0.04142508,-0.40693155,0.0068773474,224,0,222,2,22.163013,1081.6515,1.37494174228037,24.5479651063603,31,false,0.3465243,1.27967194727731,0.0508871438423817,-0.121469185,25,11,0.41572395,0,31,false,273,1434.19768884653,3.13305175890035,457.7638,17.796843,25,208.982801170335,5.64158178358308,37.0433,19.551111,24,2085.95357917638,8.29004516110135,251.62149,16.46366,1.6001534,0,3.087452,1.7542686,1.3331833,,,0,,,,NOT_AVAILABLE,13.6588888957652,-78.9558622160035,347.614643443541,-27.8327567992434,,,,,,,,,,,,,,,,,,Gaia DR2 2320788292813954816,,0.775812655152781,-30.2525841825113,0.283194590159122,0.0069,0.0414,-0.4069,457.764,37.043,251.621,1.6,11,--,0.77590077929,0.2736,-30.25257457453,0.1472,2.32078829281396E+18,3.898,0.2991,17.68,0.432,2.232,0.311,0,1434.2,3.133,17.7968,0.0024,208.98,5.6416,19.5511,0.0293,2085.9,8.2901,16.4637,0.0043,3.0875,--,--,--,--,--,--,--,0.7,Blanco_1,0.0000000116367668216204
SPLUS-s23s01,SPLUS.SPLUS-s23s01.0000001534.griz,0.589,-30.13941,2251.131,1802.469,2626,1032.18,3,19.72,5.24,12.56,14.25,9.15,-84.2,6.466,1.09,12,12,12,12.21,0.03,1445.4,12.19,0.03,1385.5,12.79,0.03,1113,11.93,0.03,1170,11.9,0.03,1131,12.51,0.03,896,11.75,0.03,901.3,11.74,0.03,862.7,12.33,0.03,695.1,11.36,0.03,1191.6,11.33,0.03,1158.5,11.94,0.03,914.3,11.25,0.03,1302.4,11.22,0.03,1270.8,11.84,0.03,993.8,11.42,0.02,2656.3,11.39,0.02,2637.9,12.07,0.02,1978.7,10.89,0.02,1768.2,10.86,0.02,1743.1,11.48,0.02,1347.7,11.27,0.02,3036.7,11.23,0.02,2981.2,11.93,0.02,2246.8,11.07,0.02,2838.9,11.03,0.02,2799.9,11.66,0.02,2163.8,11.25,0.02,2987.9,11.2,0.02,2797.6,11.92,0.02,2205.5,10.81,0.02,2164.2,10.78,0.02,1981.4,11.4,0.02,1661.7,11.17,0.02,2632.9,11.12,0.02,2224.6,11.83,0.02,1976.2,0,0,0.715675382818883,1.63572145840980E+18,Gaia DR2 2320793897745374208,2.32079389774537E+18,928513726,2015.5,0.590246221477331,0.05654670537256,-30.1393283306639,0.0327883606337176,4.15439500789646,0.0780734081292,53.211395,18.1210585587954,0.0798569296449543,2.73957109853404,0.0711452447042886,-0.12152019,0.68941003,0.20158513,-0.24014814,-0.2196077,0.09391725,0.45742795,0.032097206,-0.4353885,0.08933145,167,167,161,6,8.6395,362.60214,0,0,31,true,323.58188,1.6464286842463,0.0113512332671857,-0.0008141523,19,10,0.05061378,0,25,true,182,1069903.83702049,658.427217328605,1624.9386,10.615004,19,621404.397396872,1249.20407170309,497.44025,10.867952,19,647380.916235347,1054.35949576173,614.00397,10.23402,1.1858872,0,0.6339321,0.25294876,0.38098335,6.90673521458552,3.48581794068426,3,6000,3.5,0,NOT_AVAILABLE,14.4192866176667,-78.8250692722167,347.510183396083,-27.6594758690861,100001,6455.54,6333.55,6709.2964,0.0878,0.0029,0.132,0.0467,0,0.0701,200111,1.2381549,1.146268,1.2863103,2.3986948,2.342385,2.4550045,Gaia DR2 2320793897745374208,,0.590156003346135,-30.139340126014,3.60776945287477,0.0893,0.0321,-0.4354,1624.939,497.44,614.004,1.186,10,0,0.59024622148,0.0565,-30.13932833066,0.0328,2.32079389774537E+18,4.1544,0.0781,18.121,0.08,2.74,0.071,1,1069900,658.43,10.615,0.0007,621400,1249.2,10.868,0.0022,647380,1054.4,10.234,0.0018,0.6339,6.91,3.49,6455.54,0.0878,0.0467,1.24,2.399,1,Blanco_1,0.0000000162729307916432
SPLUS-s23s01,SPLUS.SPLUS-s23s01.0000002312.griz,0.60113,-30.15248,2182.858,1716.497,388,729.46,0,3.57,0.95,12,3.15,2.89,-14.2,1.578,1,12,12,12,20.04,0.05,25.6,19.81,0.08,13,19.76,0.07,17.1,19.7,0.06,22.6,19.35,0.08,13.2,19.32,0.07,16.8,19.08,0.06,22.5,18.71,0.08,14,18.75,0.06,16.8,18.66,0.04,32.7,18.2,0.05,23.3,18.22,0.04,28,18.3,0.03,42.2,17.87,0.03,31.8,17.91,0.03,36.8,17.17,0.02,181.8,16.84,0.02,175.6,16.88,0.02,185.7,17.1,0.02,94.4,16.69,0.02,87.8,16.74,0.02,95.2,15.78,0.02,373.2,15.48,0.02,381.6,15.51,0.02,394.4,15.57,0.02,352.2,15.14,0.02,393.9,15.18,0.02,401.8,14.96,0.02,533.6,14.69,0.02,526.7,14.72,0.02,549.9,14.75,0.02,345.7,14.42,0.02,335.6,14.45,0.02,355.8,14.62,0.02,530.1,14.36,0.02,468.8,14.39,0.02,508,0,0,0.721885303806781,1.63572145840980E+18,Gaia DR2 2320793691588062464,2.32079369158806E+18,726208739,2015.5,0.601226109644228,0.0526012108035875,-30.1524756513348,0.0326422590494338,4.16059824172064,0.0738341583832096,56.35059,18.5746094986984,0.0721123189411155,2.3833736645351,0.0715118851558183,-0.1809005,0.66938984,0.35014752,-0.26825026,-0.33078656,0.042879473,0.5107503,0.042891156,-0.4589032,0.106238924,182,0,181,1,1.2439367,199.65907,0.0744415610153304,0.593068342418669,31,true,15.871923,1.38298052531412,0.010375128640647,-0.00920454,21,11,0.08341707,0,26,false,225,13937.7458454529,27.59884623177,505.0119,15.327885,22,4053.92630357195,33.9258825712193,119.493614,16.3317,22,14961.1165824422,73.3879787613865,203.86331,14.32451,1.3642839,0,2.0071898,1.0038147,1.003375,,,0,,,,NOT_AVAILABLE,14.3423424122641,-78.831453357675,347.513095216203,-27.675486916709,100001,4377.4624,3680.75,5112.07,0.459,0.0149,0.7977,0.238,0.0069,0.3856,,,,,,,,Gaia DR2 2320793691588062464,,0.601133621167753,-30.1524859130501,0.0240873453807068,0.1062,0.0429,-0.4589,505.012,119.494,203.863,1.364,11,--,0.60122610964,0.0526,-30.15247565133,0.0326,2.32079369158806E+18,4.1606,0.0738,18.575,0.072,2.383,0.072,0,13938,27.599,15.3279,0.0022,4053.9,33.926,16.3317,0.0091,14961,73.388,14.3245,0.0053,2.0072,--,--,4377.46,0.459,0.238,--,--,1,Blanco_1,0.0000000216382199324362
SPLUS-s23s01,SPLUS.SPLUS-s23s01.0000002790.griz,0.66408,-30.13441,1825.867,1832.897,97,193.82,0,3.4,0.9,14.03,2.32,2.21,-11.1,1.477,1.2,12,12,12,22.73,0.35,3.1,23.64,2.02,0.5,23.42,1.71,0.6,21.85,0.24,4.5,21.09,0.29,3.7,21.09,0.3,3.6,21.83,0.39,2.8,21.19,0.54,2,21.38,0.66,1.7,21.92,0.39,2.8,21.11,0.45,2.4,21.07,0.46,2.4,21.3,0.22,5,20.24,0.2,5.5,20.16,0.19,5.7,20.06,0.03,35.6,19.67,0.04,25.9,19.66,0.04,25.3,19.79,0.06,18.9,19.44,0.09,12.6,19.44,0.09,12.1,18.66,0.02,82.4,18.29,0.02,65.2,18.28,0.02,63.8,18.23,0.02,91.2,17.68,0.02,89,17.68,0.02,87.5,17.07,0.02,182.1,16.74,0.02,154.3,16.74,0.02,151.4,16.63,0.02,130,16.22,0.02,113.1,16.22,0.02,110.9,16.4,0.02,204.5,16.08,0.02,160.2,16.07,0.02,156.8,0,0,0.679377233383203,1.63572145840980E+18,Gaia DR2 2320793038753034112,2.32079303875303E+18,1063034956,2015.5,0.664154315112316,0.140040386371387,-30.1344122193537,0.0785664062804082,4.08463383479518,0.17268929167395,23.653082,18.7849957898734,0.207017475435243,2.44946572244374,0.164206461312709,-0.0450129,0.5768468,0.41250372,-0.28002235,-0.04769071,-0.05980947,0.1978407,0.124305926,-0.43557638,-0.0056658853,184,0,183,1,4.130352,266.9833,0.293502645832361,1.39278680777172,31,false,1.4787238,1.29516389295646,0.0309299753327417,-0.12897982,21,10,0.2078657,0,27,false,227,1884.19698818534,2.7645069879224,681.5671,17.50055,19,324.931939540468,12.7398133415569,25.505236,19.071907,20,2531.77260306797,12.5727241418584,201.37025,16.253359,1.516139,0,2.8185482,1.5713577,1.2471905,,,0,,,,NOT_AVAILABLE,14.3716459425034,-78.8885112617596,347.577160627903,-27.6837903759716,,,,,,,,,,,,,,,,,,Gaia DR2 2320793038753034112,,0.664060796182348,-30.1344227656313,0.0754112808679675,-0.0057,0.1243,-0.4356,681.567,25.505,201.37,1.516,10,--,0.66415431511,0.14,-30.13441221935,0.0786,2.32079303875303E+18,4.0846,0.1727,18.785,0.207,2.449,0.164,0,1884.2,2.7645,17.5006,0.0016,324.93,12.74,19.0719,0.0426,2531.8,12.573,16.2534,0.0054,2.8185,--,--,--,--,--,--,--,1,Blanco_1,0.0000000150935114522073
SPLUS-s23s01,SPLUS.SPLUS-s23s01.0000002858.griz,0.54873,-29.69434,2465.681,4716.903,22726,1546.82,3,9.33,2.48,11.67,124.69,68.03,-87.4,8.636,1,8,8,8,13.2,0.03,500,7.37,0.03,12896.2,13.58,0.03,767.9,12.99,0.03,403.3,7.42,0.03,8898.9,13.35,0.03,607,12.82,0.03,290.5,7.42,0.03,6202.7,13.21,0.03,461,12.34,0.03,459,7.56,0.03,6308.5,12.65,0.03,657.2,12.26,0.03,505.1,7.47,0.03,6879.9,12.55,0.03,714.5,-99,0,-1,-99,0,-1,-99,0,-1,11.82,0.02,798.8,7.38,0.02,8251,12.02,0.02,1049,-99,0,-1,-99,0,-1,-99,0,-1,11.52,0.02,1709.3,7.28,0.02,15226.4,11.68,0.02,2148,-99,0,-1,-99,0,-1,-99,0,-1,11.49,0.02,736.7,8.47,0.02,3676.2,11.62,0.02,1496.7,-99,0,-1,-99,0,-1,-99,0,-1,0,0,0.447578451469777,1.63572145840980E+18,Gaia DR2 2320886222363524992,2.32088622236352E+18,1167222943,2015.5,0.54877690031494,0.0415605526123051,-29.6942817133593,0.0251494772448456,4.19822288402338,0.0404612680397931,103.759056,18.8966111940933,0.0842662880549766,2.51881619067847,0.0536924985023795,-0.10984602,0.06810164,0.64047277,-0.093205094,-0.122030325,-0.06073236,0.52493405,-0.24766412,-0.3771942,0.083432086,224,224,220,4,7.505013,410.17114,0,0,31,true,376.29807,1.6157202267589,0.00711457190806008,-0.046305668,26,12,0.058010478,0,32,false,269,383552.980452901,271.248536284993,1414.0278,11.728803,26,205626.428795426,497.192230404224,413.57532,12.068691,25,256010.08142589,476.391809008779,537.394,11.241278,1.2035795,1,0.82741356,0.33988857,0.487525,5.88161820034046,0.585596931536066,6,5750,4.5,0,NOT_AVAILABLE,16.7121771714509,-78.8784197986406,347.698774980561,-27.2455302474082,100002,5792,5758,5833,0.0763,0.021,0.1537,0.0337,0.0096,0.0729,200111,0.92024577,0.9073545,0.93114567,0.8586508,0.8465786,0.870723,Gaia DR2 2320886222363524992,,0.5486832405551,-29.6942925582336,0.22483798269486,0.0834,-0.2477,-0.3772,1414.028,413.575,537.394,1.204,12,0,0.54877690031,0.0416,-29.69428171336,0.0251,2.32088622236352E+18,4.1982,0.0405,18.897,0.084,2.519,0.054,0,383550,271.25,11.7288,0.0008,205630,497.19,12.0687,0.0026,256010,476.39,11.2413,0.002,0.8274,5.88,0.59,5792,0.0763,0.0337,0.92,0.859,1,Blanco_1,0.0000000156723910706223
SPLUS-s23s01,SPLUS.SPLUS-s23s01.0000003114.griz,0.72582,-30.11553,1475.57,1954.38,226,469.28,0,3.59,0.95,12.79,2.69,2.54,22.5,1.513,1.05,8,8,8,21.39,0.11,9.6,21.35,0.29,3.8,21.32,0.25,4.3,20.89,0.11,9.8,20.54,0.21,5.2,20.41,0.16,6.6,20.21,0.1,10.4,19.69,0.16,6.7,19.75,0.15,7.2,19.91,0.08,14.4,19.27,0.1,10.6,19.3,0.09,11.5,-99,0,-1,-99,0,-1,-99,0,-1,18.4,0.02,97.1,17.99,0.02,86.5,18.01,0.02,90.5,-99,0,-1,-99,0,-1,-99,0,-1,16.99,0.02,207.5,16.6,0.02,200.9,16.63,0.02,207.5,-99,0,-1,-99,0,-1,-99,0,-1,15.74,0.02,367,15.4,0.02,357.5,15.41,0.02,368.9,-99,0,-1,-99,0,-1,-99,0,-1,15.22,0.02,394.5,14.9,0.02,347,14.92,0.02,363.3,185,0,0.638897292234414,1.63572145840980E+18,Gaia DR2 2320794413142569344,2.32079441314257E+18,65889141,2015.5,0.72589211051813,0.0767127039581358,-30.1155409763267,0.0440237500250353,4.21229061050354,0.0870418020355925,48.393883,18.9711571532781,0.122839073948117,3.10750938581302,0.0905088828836207,-0.12693465,0.522334,0.34937647,-0.25525907,-0.21381281,-0.090100385,0.23323937,0.04207845,-0.38920805,0.047219593,193,0,193,0,6.55256,344.83246,0.273613437945973,4.41804908927703,31,false,4.6684666,1.31635694666368,0.0157411838317186,-0.1192013,22,11,0.11850836,0,29,false,244,6564.86490107539,6.88415607196119,953.61945,16.145302,22,1401.52922418855,12.4005424915661,113.02161,17.484882,25,8024.59864157236,17.906828158153,448.13065,15.000862,1.4358449,1,2.4840202,1.3395805,1.1444397,,,0,,,,NOT_AVAILABLE,14.4063628811077,-78.9447521777757,347.640611476669,-27.6909158453992,100002,3500.5,3343.5,3835.7,0.83,0.6064,1.4072,0.45,0.3077,0.7385,200111,0.5057566,0.42122337,0.55436915,0.03460176,0.033117536,0.036085982,Gaia DR2 2320794413142569344,,0.72579768285121,-30.1155543558472,0.111882869713785,0.0472,0.0421,-0.3892,953.619,113.022,448.131,1.436,11,--,0.72589211052,0.0767,-30.11554097633,0.044,2.32079441314257E+18,4.2123,0.087,18.971,0.123,3.108,0.091,0,6564.9,6.8842,16.1453,0.0011,1401.5,12.4,17.4849,0.0096,8024.6,17.907,15.0009,0.0024,2.484,--,--,3500.5,0.83,0.45,0.51,0.035,1,Blanco_1,0.0000000131944235863321
SPLUS-s23s01,SPLUS.SPLUS-s23s01.0000003295.griz,0.47265,-30.10355,2908.882,2040.146,450,874.37,2,3.54,0.94,11.76,3.03,2.82,-28.3,1.557,1,12,12,12,19.57,0.04,36.5,19.2,0.06,22.9,19.22,0.05,26.9,19.31,0.05,30.1,18.84,0.06,21,18.87,0.05,24.5,18.85,0.05,26.9,18.35,0.06,19.5,18.38,0.06,22.7,18.28,0.04,42,17.69,0.04,36.3,17.73,0.04,40.6,17.82,0.03,56.6,17.31,0.03,50.4,17.35,0.03,55.4,16.78,0.02,220.9,16.39,0.02,232.5,16.43,0.02,239,16.75,0.02,113.9,16.25,0.02,118.9,16.3,0.02,124.3,15.45,0.02,438.7,15.09,0.02,477.2,15.12,0.02,484.6,15.31,0.02,398.9,14.8,0.02,475.1,14.84,0.02,478.9,14.73,0.02,599.1,14.41,0.02,623.5,14.44,0.02,640.1,14.56,0.02,380,14.19,0.02,391.6,14.22,0.02,406.8,14.43,0.02,587.7,14.13,0.02,552.5,14.16,0.02,584.5,0,0,0.747147727691151,1.63572145840980E+18,Gaia DR2 2320841520343862400,2.32084152034386E+18,39038239,2015.5,0.472710742293203,0.0457126528737557,-30.1035555972324,0.0281592408951104,4.20951521716828,0.0589719953876075,71.3816,18.55914881489,0.0653910744770274,2.59244422782526,0.0608089426458022,-0.15946893,0.6241788,0.3779845,-0.23678605,-0.3163432,-0.003032201,0.3982027,0.06323752,-0.4051773,0.09403342,176,0,175,1,0.6460942,181.49657,0,0,31,true,21.226908,1.41392405697834,0.00932298479380102,-0.037786815,20,11,0.07109291,0,25,false,221,17294.4680269909,24.0590868417395,718.8331,15.093597,21,5292.26215235022,36.8376061376187,143.66466,16.042284,21,17917.2025024387,75.3852317105802,237.67523,14.128744,1.3420167,0,1.9135399,0.9486866,0.9648533,,,0,,,,NOT_AVAILABLE,14.7113616989541,-78.7334989307377,347.425779528341,-27.5818713537545,100001,4088.8367,3769,4540.31,0.224,0.1696,0.5215,0.1085,0.0883,0.2566,,,,,,,,Gaia DR2 2320841520343862400,,0.472618376577573,-30.1035667591127,0.115499508409083,0.094,0.0632,-0.4052,718.833,143.665,237.675,1.342,11,--,0.47271074229,0.0457,-30.10355559723,0.0282,2.32084152034386E+18,4.2095,0.059,18.559,0.065,2.592,0.061,0,17294,24.059,15.0936,0.0015,5292.3,36.838,16.0423,0.0076,17917,75.385,14.1287,0.0046,1.9135,--,--,4088.84,0.224,0.1085,--,--,1,Blanco_1,0.0000000131769753640413
SPLUS-s23s01,SPLUS.SPLUS-s23s01.0000003369.griz,0.73492,-30.07916,1422.562,2192.175,1925,1546.92,2,3.8,1.01,10.98,6.5,6.36,-19.1,2.772,1.02,9,9,9,14.69,0.03,454.3,14.59,0.03,414.9,14.68,0.03,455.7,14.51,0.03,351.6,14.39,0.03,325.1,14.49,0.03,352.9,14.24,0.03,283.6,14.11,0.03,259.5,14.21,0.03,284.8,13.58,0.03,425.4,13.46,0.03,413.7,13.56,0.03,428,13.41,0.03,478.4,13.29,0.03,470.7,13.39,0.03,481.4,12.9,0.02,1344.8,12.79,0.02,1380.4,12.89,0.02,1352.8,12.71,0.02,762.8,12.59,0.02,773.8,12.69,0.02,767.4,-99,0,-1,-99,0,-1,-99,0,-1,12.05,0.02,1810.3,11.94,0.02,1863.6,12.04,0.02,1820,-99,0,-1,-99,0,-1,-99,0,-1,11.84,0.02,1351.1,11.74,0.02,1308.1,11.83,0.02,1355.3,-99,0,-1,-99,0,-1,-99,0,-1,197,2,0.602506163547822,1.63572145840980E+18,Gaia DR2 2320795031617857152,2.32079503161786E+18,1177503031,2015.5,0.735050173512521,0.0376831066116628,-30.0791203213633,0.0215421946186525,4.29201108614536,0.037559428325788,114.27254,19.1630250283848,0.0754314299836878,2.68876834708729,0.0422379134216336,-0.11611022,0.31982434,0.39192763,-0.21440066,-0.08076919,-0.15592006,0.1272909,-0.08867946,-0.3087473,-0.0033412834,195,195,194,1,0.12092927,190.68947,0,0,31,true,366.6437,1.54571257732156,0.00794719460491328,-0.10432675,22,11,0.05092862,0,29,false,257,260669.236013979,261.74181709791,995.90216,12.148141,24,121836.952527398,414.959527720266,293.61166,12.636941,24,199050.669357161,439.254579338637,453.15558,11.514511,1.2310145,1,1.1224298,0.48880005,0.6336298,13.2565318960126,10.3562244265361,6,4000,5,-0.5,NOT_AVAILABLE,14.5828169972555,-78.9604356273663,347.667076367979,-27.6619338742751,100002,4975.6665,4953.1875,4993,0.5652,0.447,0.64,0.2753,0.2063,0.3171,200111,1.0599254,1.052579,1.0695678,0.62036943,0.6122566,0.6284823,Gaia DR2 2320795031617857152,,0.734954825888142,-30.0791318979809,0.148340238797086,-0.0033,-0.0887,-0.3087,995.902,293.612,453.156,1.231,11,-0.5,0.73505017351,0.0377,-30.07912032136,0.0215,2.32079503161786E+18,4.292,0.0376,19.163,0.075,2.689,0.042,0,260670,261.74,12.1481,0.0011,121840,414.96,12.6369,0.0037,199050,439.25,11.5145,0.0024,1.1224,13.26,10.36,4975.67,0.5652,0.2753,1.06,0.62,1,Blanco_1,0.0000000143602264605886
SPLUS-s23s01,SPLUS.SPLUS-s23s01.0000003536.griz,0.61748,-30.07873,2087.824,2198.823,1359,2509.47,6,5.31,1.41,9.6,3.61,3.45,-28.6,1.705,1,12,12,12,16.02,0.03,245.6,15.76,0.03,245.8,15.81,0.03,258.4,15.91,0.03,183.6,15.61,0.03,188,15.67,0.03,196.2,15.56,0.03,154.2,15.25,0.03,156.6,15.32,0.03,164.3,14.8,0.03,243.3,14.44,0.03,269.2,14.51,0.03,271.5,14.53,0.03,286.4,14.21,0.03,315.4,14.27,0.03,316,13.83,0.02,877.9,13.57,0.02,974.1,13.63,0.02,956.2,13.71,0.02,481,13.41,0.02,537.9,13.48,0.02,530.3,12.9,0.02,1438.2,12.67,0.02,1574,12.73,0.02,1547.3,12.84,0.02,1259.2,12.55,0.02,1424,12.6,0.02,1397.5,12.57,0.02,1638.5,12.37,0.02,1749.5,12.42,0.02,1738.2,12.53,0.02,991.4,12.3,0.02,1056,12.35,0.02,1059.6,12.47,0.02,1487,12.27,0.02,1529.2,12.33,0.02,1553.6,0,0,0.651934016516086,1.63572145840980E+18,Gaia DR2 2320842551136015872,2.32084255113602E+18,1253949205,2015.5,0.617555778983639,0.052915855629204,-30.0787291653942,0.0302136772745735,4.02818280861799,0.0715960002264611,56.26268,18.3389147239408,0.0801253874371266,2.55978054518723,0.065633801958633,-0.102789976,0.6468929,0.15925023,-0.17723925,-0.17737591,0.08899217,0.379689,0.123376496,-0.38314646,0.028665084,164,155,159,5,7.032889,312.26825,0,0,31,true,216.63489,1.51628396871483,0.010753804250646,-0.06675631,19,10,0.04865975,0,25,false,201,155890.878951711,104.85566484448,1486.7188,12.706314,20,67687.0804705392,163.499190896453,413.9903,13.275124,20,126589.848551997,197.897376153839,639.6742,12.005922,1.2462367,0,1.2692013,0.5688095,0.70039177,7.9295895495409,2.81977924381501,8,4000,3,0,NOT_AVAILABLE,14.6986722242148,-78.8612346190745,347.564724341274,-27.6159352747647,100001,4954.3374,4740,5157.5,,,,,,,200111,0.8830218,0.8148245,0.9646858,0.4232333,0.41349408,0.43297252,Gaia DR2 2320842551136015872,,0.617464532203213,-30.0787401866456,0.0605530643604783,0.0287,0.1234,-0.3831,1486.719,413.99,639.674,1.246,10,0,0.61755577898,0.0529,-30.07872916539,0.0302,2.32084255113602E+18,4.0282,0.0716,18.339,0.08,2.56,0.066,0,155890,104.86,12.7063,0.0007,67687,163.5,13.2751,0.0026,126590,197.9,12.0059,0.0017,1.2692,7.93,2.82,4954.34,--,--,0.88,0.423,1,Blanco_1,0.000000018838885850371
