   247    261.186066     -49.979206   16.5913    0.0433   16.2644    0.0302   15.4738    0.0243   15.0125    0.0255   14.6184    0.0263       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.02361   0.02345   1.00  |  5949565208727589888 261.186030 -49.979199 15.2456 0.0004 15.6976 0.0040 14.6352 0.0020 -1.8960 0.0830 -8.7160 0.0770 0.5868 0.0426 nan nan 0.0000
   248    261.093628     -50.005627   16.2798    0.0430   16.2588    0.0302   15.5477    0.0245       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.03231   0.03212   1.00  |  5949563490740039680 261.093709 -50.005589 15.4120 0.0005 15.7654 0.0028 14.8789 0.0023 0.0830 0.0760 -6.0180 0.0740 0.3169 0.0463 nan nan 0.0000
   249    261.104431     -49.916069   16.4852    0.0431   16.2782    0.0302   15.3403    0.0242   14.9119    0.0254   14.5303    0.0262    13.941    13.570    13.514     0.030     0.040     0.040    15.206       -0.20       -6.10        2.80        2.80   0.04152   0.04148   1.00  |  5949565655404279808 261.104483 -49.916059 15.1860 0.0005 15.6126 0.0037 14.5996 0.0020 -2.7060 0.0800 -8.2730 0.0760 0.7875 0.0427 nan nan 0.0000
   250    261.047058     -49.979351   16.8324    0.0440   16.2792    0.0302   15.4005    0.0242       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.04034   0.04025   1.00  |  5949564315373802496 261.047146 -49.979298 15.1967 0.0004 15.6755 0.0034 14.5622 0.0014 2.7450 0.0680 -3.4710 0.0620 1.2905 0.0392 nan nan 0.0000
   251    261.170288     -50.023327   18.4460    0.0576   16.3524    0.0302   14.5976    0.0240       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.02148   0.02128   1.00  |  5949563559459467264 261.170302 -50.023287 13.8581 0.0008 14.9005 0.0042 12.8496 0.0024 -4.4200 0.0610 -8.4790 0.0600 0.0194 0.0363 nan nan 0.0000
   253    261.133972     -49.899940   17.3893    0.0464   16.3406    0.0302   14.8603    0.0240   14.1113    0.0250   13.4676    0.0252       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.04175   0.04165   1.00  |  5949565999001669632 261.134039 -49.899942 14.4221 0.0005 15.1804 0.0017 13.5683 0.0011 -4.5260 0.0640 -2.8570 0.0610 0.2408 0.0346 nan nan 0.0000
   254    261.142456     -49.958191   16.3688    0.0429   16.2760    0.0302   15.6412    0.0244   15.2699    0.0258   14.9354    0.0270       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.03100   0.03088   1.00  |  5949565449245792256 261.142466 -49.958183 15.4787 0.0005 15.8259 0.0023 14.9471 0.0029 -1.4450 0.1070 -7.2870 0.0930 0.4311 0.0506 nan nan 0.0000
   256    261.162292     -49.895367   16.6277    0.0435   16.3036    0.0302   15.3719    0.0244   14.8993    0.0257   14.5105    0.0265       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.04050   0.04040   1.00  |  5949565930282187776 261.162312 -49.895368 15.1932 0.0006 15.6229 0.0057 14.5540 0.0035 -1.8670 0.0950 -5.8960 0.0840 0.9881 0.0478 nan nan 0.0000
   257    261.275299     -49.899071   17.6227    0.0519   16.3549    0.0303   14.8281    0.0240   14.0515    0.0250   13.3153    0.0251       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.03537   0.03525   0.00  |  5949577475156866048 261.275346 -49.899095 14.3625 0.0004 15.1857 0.0030 13.4790 0.0015 -3.4910 0.1200 -1.1260 0.1350 0.0011 0.0564 nan nan 0.0000
   258    261.036316     -49.925255   16.7118    0.0437   16.3466    0.0303   15.1921    0.0241   14.5347    0.0252   13.9017    0.0255       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.04772   0.04764   0.99  |  5949565071288095744 261.036409 -49.925189 14.8211 0.0004 15.4831 0.0030 14.0303 0.0013 -3.2450 0.0630 -4.0150 0.0580 -0.0192 0.0328 nan nan 0.0000
   259    261.031921     -49.887642   16.8521    0.0441   16.3706    0.0303   15.1970    0.0241   14.5660    0.0252   13.9864    0.0255       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.05384   0.05376   0.00  |  5949566583117263872 261.032019 -49.887605 14.8729 0.0004 15.4971 0.0032 14.1163 0.0020 -12.1000 0.0760 -6.4430 0.0690 0.1547 0.0343 nan nan 0.0000
   261    261.221527     -49.943806   17.3059    0.0467   16.3705    0.0306   15.2175    0.0243   14.5473    0.0252   13.9734    0.0255       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.02732   0.02662   1.00  |  5949553973093168128 261.221564 -49.943829 14.8430 0.0005 15.5118 0.0040 14.0442 0.0023 2.8700 0.1830 -5.7720 0.2200 0.5656 0.1103 nan nan 0.0000
   263    261.186676     -49.903648   16.7338    0.0438   16.3594    0.0307   15.4949    0.0246   15.0547    0.0256   14.6775    0.0265       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.03743   0.03672   1.00  |  5949565861562695680 261.186722 -49.903666 15.3363 0.0005 15.7720 0.0039 14.7366 0.0024 1.6710 0.0950 -3.9100 0.1010 0.4492 0.0517 nan nan 0.0000
   264    261.279694     -49.979897   16.7128    0.0442   16.3567    0.0305   15.5911    0.0244       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.01766   0.01857   0.16  |  5949553629495725056 261.279721 -49.979913 15.3589 0.0004 15.7866 0.0034 14.7712 0.0027 -1.3980 0.0960 -5.0380 0.0920 0.4003 0.0483 nan nan 0.0000
   265    261.053619     -49.902817   16.4733    0.0431   16.3664    0.0303   15.5919    0.0243   15.1536    0.0257   14.7324    0.0266       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.04906   0.04898   1.00  |  5949566376958812160 261.053722 -49.902788 15.4324 0.0004 15.8409 0.0025 14.8546 0.0019 0.6520 0.1460 3.3360 0.1590 0.5015 0.0661 nan nan 0.0000
   266    261.241913     -50.021244       NaN       NaN   16.3742    0.0303   15.5231    0.0243       NaN       NaN       NaN       NaN    13.990    13.676    13.497     0.060     0.050     0.060    14.971        1.90       -0.70        3.30        3.30   0.01481   0.01450   0.26  |  5949551670958815232 261.241894 -50.021246 15.3866 0.0005 15.7666 0.0057 14.7424 0.0060 2.7650 0.0950 -5.1330 0.0890 0.6356 0.0472 nan nan 0.0000
   268    261.218079     -49.927917   16.8596    0.0442   16.4054    0.0303   15.4152    0.0244   14.8369    0.0254   14.3034    0.0258       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.03059   0.03044   1.00  |  5949554110532139008 261.218107 -49.927927 15.1060 0.0005 15.6871 0.0052 14.3722 0.0017 -7.6270 0.0830 -5.9850 0.0810 0.0882 0.0466 nan nan 0.0000
   269    261.127136     -50.002674   16.7120    0.0437   16.3969    0.0303   15.5159    0.0245       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.02809   0.02791   0.90  |  5949563830008930304 261.127219 -50.002619 15.3391 0.0022 15.7239 0.0064 14.6765 0.0040 -0.0690 0.2700 -0.2460 0.2600 0.2377 0.1793 nan nan 0.0000
   270    261.158203     -49.883507   16.9482    0.0445   16.4265    0.0303   15.3184    0.0242   14.7959    0.0253   14.3120    0.0264       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.04329   0.04317   1.00  |  5949566166471570432 261.158266 -49.883507 15.0714 0.0004 15.5965 0.0030 14.4036 0.0013 -2.4240 0.0790 -5.3310 0.0730 1.0897 0.0410 nan nan 0.9730
   271    261.084076     -50.001656   16.7213    0.0444   16.4115    0.0303   15.5625    0.0243       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.03386   0.03372   0.74  |  5949563490740047872 261.084112 -50.001616 15.3622 0.0005 15.8075 0.0033 14.7463 0.0024 -3.5100 0.0950 -2.0890 0.0810 0.4470 0.0490 nan nan 0.0000
   272    261.171631     -49.994915   16.6192    0.0434   16.4108    0.0303   15.6263    0.0244       NaN       NaN       NaN       NaN    14.176    13.776    13.734     0.030     0.030     0.050    15.518        0.10       -5.40        3.00        3.00   0.02343   0.02317   0.95  |  5949563696867591168 261.171617 -49.994891 15.4420 0.0005 15.8537 0.0043 14.8494 0.0025 -1.0950 0.0940 -2.7180 0.0890 0.6090 0.0488 nan nan 0.0000
   273    261.058411     -49.886028   16.5995    0.0434   16.4296    0.0303   15.4287    0.0242   14.9284    0.0254       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.05137   0.05129   0.00  |  5949566510068939776 261.058518 -49.886037 15.2250 0.0005 15.6732 0.0039 14.6055 0.0022 -2.4170 0.0800 -5.1080 0.0740 1.0853 0.0388 nan nan 0.9997
   274    261.193817     -49.887470   16.4328    0.0430   16.4144    0.0303   15.6182    0.0243   15.1588    0.0257   14.7545    0.0266    14.118    13.724    13.572     0.040     0.050     0.050    15.458       -3.70        1.10        3.20        2.90   0.04034   0.04022   1.00  |  5949589363626357760 261.193880 -49.887469 15.4300 0.0004 15.8451 0.0015 14.8375 0.0016 -0.9080 0.0950 0.7020 0.0930 0.5007 0.0618 nan nan 0.0000
   275    261.104858     -49.924725   16.5591    0.0438   16.4323    0.0307   15.6282    0.0247   15.1900    0.0257   14.8237    0.0268       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.03964   0.04025   1.00  |  5949565552325055488 261.104895 -49.924694 15.4669 0.0005 15.8627 0.0033 14.9080 0.0018 -1.8970 0.0910 -5.7600 0.0850 0.5147 0.0507 nan nan 0.0000
   276    261.136383     -49.930019   16.7422    0.0438   16.4374    0.0303   15.6172    0.0243   15.1738    0.0257   14.7994    0.0267       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.03620   0.03607   1.00  |  5949565586684778496 261.136446 -49.930005 15.4211 0.0005 15.8498 0.0030 14.8313 0.0023 3.6090 0.0900 2.8100 0.0870 0.5023 0.0574 nan nan 0.0000
   277    261.213959     -49.937531   16.4459    0.0435   16.4274    0.0304   15.7341    0.0244   15.3299    0.0259   14.9156    0.0270       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.02891   0.02875   1.00  |  5949554007452914688 261.213982 -49.937555 15.5524 0.0005 15.9490 0.0033 14.9712 0.0021 -7.5730 0.0950 -14.5720 0.0920 0.5946 0.0589 nan nan 0.0000
   278    261.219238     -49.956787   16.8223    0.0451   16.4399    0.0304   15.6371    0.0244   15.1872    0.0257   14.7864    0.0267    14.064    13.753    13.708     0.040     0.050     0.060    15.432       -7.80        2.10        2.90        2.90   0.02496   0.02476   1.00  |  5949553590807055360 261.219243 -49.956804 15.4667 0.0011 15.8822 0.0030 14.8186 0.0022 -1.7090 0.1120 -3.4130 0.0930 0.5741 0.0495 nan nan 0.0000
   279    261.261139     -49.950230   17.0642    0.0463   16.4532    0.0304   15.5449    0.0244   15.0283    0.0256   14.6053    0.0263       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.02469   0.02455   1.00  |  5949553835654195200 261.261155 -49.950235 15.3223 0.0004 15.8114 0.0040 14.6723 0.0021 -0.8100 0.0930 -1.8130 0.0810 0.5003 0.0451 nan nan 0.0000
   280    261.227234     -49.984974   17.3484    0.0464   16.4729    0.0304   15.4071    0.0242       NaN       NaN       NaN       NaN    13.359    12.849    12.696     0.050     0.050     0.040    14.974       -8.40      -18.70        3.00        3.10   0.01974   0.01949   0.98  |  5949553492056785920 261.227235 -49.984977 15.0905 0.0004 15.6976 0.0045 14.3568 0.0021 0.7290 0.0850 -11.5330 0.0780 0.3733 0.0409 nan nan 0.0000
   281    261.190765     -49.915783   17.3962    0.0547   16.4751    0.0307   15.5020    0.0245   14.9252    0.0256   14.4640    0.0263       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.03505   0.03496   1.00  |  5949565758483468288 261.190795 -49.915805 15.2292 0.0006 15.7004 0.0131 14.5217 0.0042 -2.7860 0.1630 -5.1490 0.1800 1.1294 0.0750 nan nan 0.1264
   282    261.191528     -49.930199   16.9976    0.0449   16.4789    0.0304   15.6088    0.0244   15.0833    0.0256   14.6359    0.0264    13.877    13.450    13.270     0.030     0.030     0.030    15.328        1.40      -14.60        3.70        3.20   0.03175   0.03158   1.00  |  5949565724123713536 261.191536 -49.930212 15.3476 0.0013 15.8438 0.0058 14.6834 0.0053 -2.2360 0.1130 -4.9050 0.0980 0.9879 0.0598 nan nan 0.9950
   283    261.247620     -49.938919   16.9940    0.0447   16.4859    0.0304   15.5851    0.0246   15.0789    0.0256   14.6291    0.0263       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.02726   0.02708   1.00  |  5949554041813311488 261.247663 -49.938935 15.3445 0.0006 15.8458 0.0025 14.6895 0.0022 -2.8820 0.1000 -4.9640 0.0890 1.0459 0.0651 nan nan 0.2598
   284    261.091827     -50.011658   17.2701    0.0458   16.5000    0.0306   15.4379    0.0244       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.03224   0.03226   0.90  |  5949563486411520000 261.091850 -50.011615 15.1962 0.0005 15.7254 0.0039 14.4965 0.0023 -0.3270 0.0700 -0.7000 0.0680 0.5212 0.0454 nan nan 0.0000
   286    261.268463     -50.032532   17.7256    0.0536   16.5349    0.0307   15.1946    0.0243       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.01223   0.01328   0.01  |  5949553079739858944 261.269798 -50.033031 15.6426 0.0005 15.9818 0.0077 15.0835 0.0036 2.9190 0.1050 0.6680 0.1010 0.4752 0.0542 nan nan 0.0000
   288    261.244751     -49.892883   16.8225    0.0451   16.5259    0.0309   15.4942    0.0245   15.0303    0.0256   14.6086    0.0264       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.03737   0.03718   0.02  |  5949577573909820416 261.244781 -49.892898 15.3346 0.0008 15.7887 0.0052 14.6878 0.0027 -2.8090 0.1710 -4.7670 0.1920 1.0922 0.0797 nan nan 0.9900
   289    261.044495     -49.912952   16.7006    0.0437   16.5100    0.0304   15.7044    0.0244   15.2685    0.0258   14.9033    0.0276       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.04863   0.04852   1.00  |  5949566544428569600 261.044600 -49.912901 15.5471 0.0006 15.9651 0.0036 14.9157 0.0248 2.7410 0.1880 -3.6850 0.2200 0.6265 0.0968 nan nan 0.0000
   290    261.072845     -50.002743   16.8577    0.0451   16.5192    0.0304   15.6120    0.0244       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.03546   0.03529   0.96  |  5949564212294556672 261.072843 -50.002680 15.4078 0.0005 15.8674 0.0042 14.7707 0.0022 2.4870 0.0790 -1.5890 0.0780 0.7582 0.0480 nan nan 0.0000
   291    261.087738     -49.915653   16.8886    0.0444   16.5365    0.0304   15.5521    0.0248   15.0413    0.0258   14.5771    0.0267       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.04354   0.04339   0.86  |  5949566303910394880 261.087812 -49.915622 15.3433 0.0008 15.8161 0.0031 14.6797 0.0023 -2.1740 0.4570 -6.6780 0.4360 0.7679 0.2487 nan nan 0.0319
   292    261.192169     -49.917789   18.0636    0.0599   16.5777    0.0306   15.2412    0.0242   14.5170    0.0252   13.8998    0.0255       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.03439   0.03418   1.00  |  5949565758483465216 261.192231 -49.917804 14.8272 0.0004 15.5151 0.0087 13.9970 0.0016 -5.7630 0.0740 -3.0840 0.0690 0.1787 0.0391 nan nan 0.0000
   293    261.098297     -50.010834   16.7675    0.0439   16.5365    0.0307   15.7095    0.0247       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.03178   0.03161   1.00  |  5949563486411527168 261.098304 -50.010788 15.5221 0.0005 15.9237 0.0102 14.9089 0.0022 -7.1120 0.0810 -8.1180 0.0810 0.6165 0.0602 nan nan 0.0000
   294    261.100769     -50.030582   16.6751    0.0436   16.5278    0.0304   15.8499    0.0245       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.03067   0.03054   0.73  |  5949563353301064704 261.100762 -50.030537 15.6688 0.0005 16.0480 0.0034 15.1202 0.0016 -0.2950 0.0870 -2.1350 0.0800 0.4718 0.0490 nan nan 0.0000
   296    261.144348     -49.954021   16.7464    0.0439   16.5433    0.0304   15.7906    0.0245   15.3571    0.0259   15.0139    0.0273    14.322    13.980    13.924     0.020     0.020     0.050    15.573       -1.10       -0.70        3.20        3.70   0.03167   0.03151   1.00  |  5949565483605535744 261.144374 -49.954021 15.5912 0.0006 16.0049 0.0037 15.0023 0.0026 1.1450 0.0980 -3.7100 0.0890 0.6817 0.0487 nan nan 0.0000
   297    261.244293     -49.994522   17.0853    0.0451   16.5598    0.0304   15.6899    0.0244       NaN       NaN       NaN       NaN    14.088    13.702    13.697     0.030     0.050     0.060    15.564        6.80       -1.20        3.00        3.00   0.01757   0.01730   1.00  |  5949553285898337280 261.244267 -49.994529 15.4725 0.0005 15.9424 0.0031 14.8426 0.0028 -2.2300 0.1030 -5.1110 0.0940 1.0327 0.0486 nan nan 0.9981
   298    261.097687     -49.903301   16.8816    0.0444   16.5843    0.0304   15.4318    0.0243   14.7925    0.0254   14.2323    0.0258    13.304    12.728    12.590     0.030     0.040     0.030    15.118      -10.30       -6.60        2.80        2.90   0.04459   0.04449   1.00  |  5949566445678277632 261.097711 -49.903283 15.0908 0.0004 15.7119 0.0036 14.3294 0.0018 -5.9290 0.0770 -3.1580 0.0730 0.0360 0.0403 nan nan 0.0000
   299    261.263763     -50.028801   17.3003    0.0462   16.5883    0.0304   15.4087    0.0242       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.01387   0.01349   0.01  |  5949553079739867136 261.263709 -50.028819 15.0541 0.0004 15.6907 0.0040 14.2876 0.0017 -4.9160 0.0870 -7.1590 0.0810 0.2304 0.0421 nan nan 0.0000
   300    261.045227     -49.910416   17.5355    0.0479   16.5852    0.0305   15.4495    0.0243   14.7759    0.0258   14.4095    0.0265       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.04896   0.04885   1.00  |  5949566548757500928 261.045359 -49.910366 15.1776 0.0005 15.7669 0.0033 14.4361 0.0034 -0.3580 0.0830 -4.1930 0.0770 0.5611 0.0403 nan nan 0.0000
   301    261.091858     -50.005783   16.5861    0.0436   16.5579    0.0305   15.7605    0.0245       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.03297   0.03258   0.87  |  5949563490740039680 261.091446 -50.005681 16.1726 0.0007 16.5831 0.0270 15.5374 0.0066 -3.3840 0.1040 -5.5530 0.0980 0.4112 0.0614 nan nan 0.0000
   303    261.197540     -49.992378   17.5947    0.0570   16.6037    0.0310   15.3354    0.0244       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.02191   0.02003   1.00  |  5949553423305782272 261.197549 -49.992369 14.9212 0.0006 15.5948 0.0065 14.0838 0.0020 -1.5370 0.0800 -2.6990 0.0690 0.1739 0.0373 nan nan 0.0000
   304    261.263214     -49.952015   16.8811    0.0447   16.5700    0.0305   15.8535    0.0246   15.4258    0.0260   15.0690    0.0275       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.02446   0.02421   1.00  |  5949553732574978048 261.263219 -49.952025 15.6882 0.0006 16.0711 0.0039 15.1317 0.0024 -0.7800 0.1070 -1.0650 0.0930 0.5313 0.0524 nan nan 0.0000
   305    261.265076     -49.985619       NaN       NaN   16.6432    0.0309   15.0435    0.0241       NaN       NaN       NaN       NaN    12.263    11.485    11.295     0.040     0.050     0.030    14.639       -5.20      -13.20        2.60        2.60   0.01853   0.01885   0.00  |  5949553315929047040 261.265032 -49.985632 14.5584 0.0004 15.4196 0.0035 13.6255 0.0043 -2.0280 0.0740 -6.9350 0.0680 0.0484 0.0358 nan nan 0.0000
   306    261.153320     -49.991035   16.7769    0.0440   16.5769    0.0305   15.8078    0.0245       NaN       NaN       NaN       NaN    14.356    13.977    13.874     0.040     0.050     0.060    15.564       -0.60      -26.20        3.60        4.00   0.02607   0.02585   1.00  |  5949563731258838016 261.153339 -49.991006 15.5987 0.0005 16.0217 0.0030 15.0028 0.0026 1.4830 0.1040 -8.1340 0.0900 0.4788 0.0490 nan nan 0.0000
   307    261.098145     -49.909424   17.7975    0.0501   16.6374    0.0305   15.1969    0.0242   14.4958    0.0252   13.9182    0.0255       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.04354   0.04342   1.00  |  5949566411318531072 261.098152 -49.909400 14.8233 0.0004 15.5195 0.0045 14.0181 0.0016 -3.8210 0.0700 -4.8440 0.0660 0.1003 0.0368 nan nan 0.0000
   308    261.127930     -49.913342   16.6847    0.0437   16.5574    0.0305   16.1172    0.0248   15.9434    0.0270   15.7383    0.0309       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.04004   0.03991   1.00  |  5949565616715636736 261.127985 -49.913337 16.0740 0.0007 16.2527 0.0035 15.7312 0.0047 -3.7210 0.1260 -13.1220 0.1200 0.0196 0.0638 nan nan 0.0000
   309    261.264374     -49.879528   16.9399    0.0447   16.6177    0.0305   15.6199    0.0244   15.1602    0.0257   14.7377    0.0266    14.090    13.738    13.682     0.040     0.060     0.050    15.524        3.90        2.40        3.00        3.10   0.04016   0.04000   0.03  |  5949577715674106880 261.264432 -49.879543 15.4364 0.0005 15.8857 0.0090 14.8201 0.0016 3.5540 0.1070 0.3430 0.1340 0.3013 0.1062 nan nan 0.0000
   310    261.170410     -50.004929   16.6534    0.0436   16.5918    0.0305   15.9286    0.0246       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.02294   0.02265   1.00  |  5949563662539338752 261.170405 -50.004914 15.7416 0.0005 16.1179 0.0051 15.1839 0.0019 -0.7930 0.1100 -5.5870 0.1010 0.3685 0.0524 nan nan 0.0000
   312    261.242950     -49.957287   17.2817    0.0462   16.6259    0.0309   15.7019    0.0248   15.1959    0.0257   14.7599    0.0266       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.02289   0.02317   1.00  |  5949553900044700672 261.242940 -49.957306 15.4736 0.0005 15.9880 0.0059 14.8087 0.0026 -10.2960 0.0930 -10.6860 0.0860 0.7675 0.0470 nan nan 0.0000
   313    261.226593     -49.994392   17.5619    0.0479   16.6421    0.0311   15.5269    0.0248       NaN       NaN       NaN       NaN    13.673    13.199    13.069     0.030     0.030     0.030    15.259       11.70       -1.40        3.30        3.30   0.01743   0.01744   0.87  |  5949553388977558528 261.226595 -49.994394 15.2580 0.0005 15.8340 0.0038 14.5495 0.0019 -1.5650 0.1130 -2.9550 0.0920 0.5853 0.0483 nan nan 0.0000
   314    261.037231     -49.952103   16.8330    0.0441   16.6276    0.0305   15.6872    0.0244   15.1359    0.0257   14.6731    0.0264       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.04453   0.04439   0.89  |  5949564933849120768 261.037308 -49.952037 15.4226 0.0005 15.9381 0.0028 14.7432 0.0016 -1.0300 0.0760 -5.5210 0.0720 0.0660 0.0452 nan nan 0.0000
   315    261.080292     -49.922604   16.6561    0.0436   16.6203    0.0305   15.8270    0.0245   15.3940    0.0260   15.0367    0.0273       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.04331   0.04314   1.00  |  5949566303910365184 261.080306 -49.922563 15.7062 0.0006 16.0401 0.0037 15.1010 0.0028 -2.4450 0.1110 -3.1380 0.1040 0.2645 0.0580 nan nan 0.0000
   316    261.172058     -49.913464   17.1548    0.0455   16.6324    0.0305   15.7204    0.0244   15.2106    0.0257   14.8068    0.0267    14.029    13.646    13.556     0.020     0.040     0.050    15.414       -9.90        5.50        3.40        3.40   0.03648   0.03632   1.00  |  5949565827202952192 261.172057 -49.913474 15.4928 0.0006 15.9769 0.0040 14.8484 0.0022 -3.1720 0.0940 -2.2740 0.0990 0.3237 0.0567 nan nan 0.0000
   317    261.029724     -49.906471       NaN       NaN   16.6547    0.0319   15.5001    0.0244   14.9361    0.0259       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.05169   0.05084   0.02  |  5949566548757507072 261.029881 -49.906407 15.2552 0.0004 15.8120 0.0098 14.4831 0.0024 -1.2490 0.0920 -2.8390 0.0790 0.2887 0.0407 nan nan 0.0000
   318    261.201935     -49.989254       NaN       NaN   16.6310    0.0308   15.7844    0.0248       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.02129   0.02116   0.97  |  5949553423337313280 261.201938 -49.989239 15.5514 0.0005 16.0308 0.0049 14.9074 0.0024 -1.6730 0.0940 -0.1230 0.0860 0.4129 0.0476 nan nan 0.0000
   319    261.221802     -49.989933   18.3576    0.0574   16.6740    0.0305   15.3088    0.0242       NaN       NaN       NaN       NaN    12.910    12.323    12.152     0.020     0.030     0.020    14.935       -0.70        3.00        2.80        2.80   0.01975   0.01941   1.00  |  5949553388977565696 261.221772 -49.989923 14.8941 0.0004 15.6251 0.0030 14.0766 0.0017 -1.0620 0.0800 -4.6800 0.0740 0.0806 0.0436 nan nan 0.0000
   320    261.107819     -49.898327   17.0068    0.0450   16.6474    0.0305   15.6100    0.0244   15.1219    0.0256   14.6827    0.0264       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.04461   0.04448   0.85  |  5949566063392305152 261.107861 -49.898303 15.4125 0.0004 15.8829 0.0037 14.7828 0.0019 -2.9380 0.0880 -5.3480 0.0850 0.9978 0.0467 nan nan 0.0000
   321    261.167389     -49.958622   18.5837    0.0616   16.7476    0.0305   14.8952    0.0241   13.7330    0.0249   12.3373    0.0250       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.02890   0.02865   1.00  |  5949565277447094272 261.167410 -49.958620 13.6498 0.0045 15.1687 0.0271 12.4624 0.0125 -5.7100 0.1090 -7.0340 0.0860 -0.0129 0.0492 -4.8500 0.6000 0.0000
